,pod,job,size,start_time,finished_time,elapsed_time,experiment
12,lmp-0-9-size-8-2-2-2-0-f6sdv,lmp-0-9-size-8-2-2-2,8,2024-04-14T20:20:22Z,2024-04-14T20:21:05Z,43,static-max-size
13,lmp-0-9-size-8-2-2-2-1-9x6vt,lmp-0-9-size-8-2-2-2,8,2024-04-14T20:20:22Z,2024-04-14T20:21:03Z,41,static-max-size
14,lmp-0-9-size-8-2-2-2-2-ntndz,lmp-0-9-size-8-2-2-2,8,2024-04-14T20:20:22Z,2024-04-14T20:21:03Z,41,static-max-size
15,lmp-0-9-size-8-2-2-2-3-qrrzk,lmp-0-9-size-8-2-2-2,8,2024-04-14T20:20:22Z,2024-04-14T20:21:03Z,41,static-max-size
16,lmp-0-9-size-8-2-2-2-4-mxcx5,lmp-0-9-size-8-2-2-2,8,2024-04-14T20:20:22Z,2024-04-14T20:21:03Z,41,static-max-size
17,lmp-0-9-size-8-2-2-2-5-8fdvz,lmp-0-9-size-8-2-2-2,8,2024-04-14T20:20:22Z,2024-04-14T20:21:03Z,41,static-max-size
18,lmp-0-9-size-8-2-2-2-6-lwnhf,lmp-0-9-size-8-2-2-2,8,2024-04-14T20:20:22Z,2024-04-14T20:21:03Z,41,static-max-size
19,lmp-0-9-size-8-2-2-2-7-d2dzz,lmp-0-9-size-8-2-2-2,8,2024-04-14T20:20:23Z,2024-04-14T20:21:03Z,40,static-max-size
20,lmp-1-1-size-2-2-2-2-0-q6npd,lmp-1-1-size-2-2-2-2,2,2024-04-14T20:21:11Z,2024-04-14T20:21:48Z,37,static-max-size
21,lmp-1-1-size-2-2-2-2-1-jsk2k,lmp-1-1-size-2-2-2-2,2,2024-04-14T20:21:11Z,2024-04-14T20:21:47Z,36,static-max-size
22,lmp-1-10-size-8-2-2-2-0-t7spt,lmp-1-10-size-8-2-2-2,8,2024-04-14T20:20:19Z,2024-04-14T20:21:03Z,44,static-max-size
23,lmp-1-10-size-8-2-2-2-1-vs9qd,lmp-1-10-size-8-2-2-2,8,2024-04-14T20:20:19Z,2024-04-14T20:21:01Z,42,static-max-size
24,lmp-1-10-size-8-2-2-2-2-bkd44,lmp-1-10-size-8-2-2-2,8,2024-04-14T20:20:19Z,2024-04-14T20:21:01Z,42,static-max-size
25,lmp-1-10-size-8-2-2-2-3-8lxbw,lmp-1-10-size-8-2-2-2,8,2024-04-14T20:20:19Z,2024-04-14T20:21:01Z,42,static-max-size
26,lmp-1-10-size-8-2-2-2-4-4dqxw,lmp-1-10-size-8-2-2-2,8,2024-04-14T20:20:19Z,2024-04-14T20:21:01Z,42,static-max-size
27,lmp-1-10-size-8-2-2-2-5-4lc7r,lmp-1-10-size-8-2-2-2,8,2024-04-14T20:20:19Z,2024-04-14T20:21:01Z,42,static-max-size
28,lmp-1-10-size-8-2-2-2-6-7n9n9,lmp-1-10-size-8-2-2-2,8,2024-04-14T20:20:19Z,2024-04-14T20:21:01Z,42,static-max-size
29,lmp-1-10-size-8-2-2-2-7-sv8nf,lmp-1-10-size-8-2-2-2,8,2024-04-14T20:20:19Z,2024-04-14T20:21:01Z,42,static-max-size
30,lmp-1-4-size-4-2-2-2-0-nq4f6,lmp-1-4-size-4-2-2-2,4,2024-04-14T20:20:24Z,2024-04-14T20:21:46Z,82,static-max-size
31,lmp-1-4-size-4-2-2-2-1-p6jmq,lmp-1-4-size-4-2-2-2,4,2024-04-14T20:20:24Z,2024-04-14T20:21:45Z,81,static-max-size
32,lmp-1-4-size-4-2-2-2-2-vwgfd,lmp-1-4-size-4-2-2-2,4,2024-04-14T20:21:03Z,2024-04-14T20:21:45Z,42,static-max-size
33,lmp-1-4-size-4-2-2-2-3-wjswm,lmp-1-4-size-4-2-2-2,4,2024-04-14T20:21:11Z,2024-04-14T20:21:45Z,34,static-max-size
34,lmp-1-7-size-6-2-2-2-0-krp2c,lmp-1-7-size-6-2-2-2,6,2024-04-14T20:20:18Z,2024-04-14T20:21:01Z,43,static-max-size
35,lmp-1-7-size-6-2-2-2-1-gh9f9,lmp-1-7-size-6-2-2-2,6,2024-04-14T20:20:18Z,2024-04-14T20:21:00Z,42,static-max-size
36,lmp-1-7-size-6-2-2-2-2-trqw4,lmp-1-7-size-6-2-2-2,6,2024-04-14T20:20:18Z,2024-04-14T20:21:00Z,42,static-max-size
37,lmp-1-7-size-6-2-2-2-3-jt6h8,lmp-1-7-size-6-2-2-2,6,2024-04-14T20:20:18Z,2024-04-14T20:21:00Z,42,static-max-size
38,lmp-1-7-size-6-2-2-2-4-bsqj6,lmp-1-7-size-6-2-2-2,6,2024-04-14T20:20:19Z,2024-04-14T20:21:00Z,41,static-max-size
39,lmp-1-7-size-6-2-2-2-5-lwj6r,lmp-1-7-size-6-2-2-2,6,2024-04-14T20:20:18Z,2024-04-14T20:21:00Z,42,static-max-size
40,lmp-2-11-size-8-2-2-2-0-t7v8h,lmp-2-11-size-8-2-2-2,8,2024-04-14T20:20:20Z,2024-04-14T20:21:01Z,41,static-max-size
41,lmp-2-11-size-8-2-2-2-1-6chxj,lmp-2-11-size-8-2-2-2,8,2024-04-14T20:20:20Z,2024-04-14T20:20:59Z,39,static-max-size
42,lmp-2-11-size-8-2-2-2-2-dvjdq,lmp-2-11-size-8-2-2-2,8,2024-04-14T20:20:20Z,2024-04-14T20:20:59Z,39,static-max-size
43,lmp-2-11-size-8-2-2-2-3-d8xgc,lmp-2-11-size-8-2-2-2,8,2024-04-14T20:20:20Z,2024-04-14T20:20:59Z,39,static-max-size
44,lmp-2-11-size-8-2-2-2-4-wr2n9,lmp-2-11-size-8-2-2-2,8,2024-04-14T20:20:20Z,2024-04-14T20:20:59Z,39,static-max-size
45,lmp-2-11-size-8-2-2-2-5-kq4zq,lmp-2-11-size-8-2-2-2,8,2024-04-14T20:20:20Z,2024-04-14T20:20:59Z,39,static-max-size
46,lmp-2-11-size-8-2-2-2-6-gtcs6,lmp-2-11-size-8-2-2-2,8,2024-04-14T20:20:20Z,2024-04-14T20:20:59Z,39,static-max-size
47,lmp-2-11-size-8-2-2-2-7-hhlvn,lmp-2-11-size-8-2-2-2,8,2024-04-14T20:20:20Z,2024-04-14T20:20:59Z,39,static-max-size
48,lmp-2-2-size-2-2-2-2-0-h66wl,lmp-2-2-size-2-2-2-2,2,2024-04-14T20:20:21Z,2024-04-14T20:21:03Z,42,static-max-size
49,lmp-2-2-size-2-2-2-2-1-w7xjb,lmp-2-2-size-2-2-2-2,2,2024-04-14T20:20:21Z,2024-04-14T20:21:02Z,41,static-max-size
50,lmp-2-5-size-4-2-2-2-0-fzg4n,lmp-2-5-size-4-2-2-2,4,2024-04-14T20:20:21Z,2024-04-14T20:21:04Z,43,static-max-size
51,lmp-2-5-size-4-2-2-2-1-rbtf9,lmp-2-5-size-4-2-2-2,4,2024-04-14T20:20:22Z,2024-04-14T20:21:04Z,42,static-max-size
52,lmp-2-5-size-4-2-2-2-2-9w6w6,lmp-2-5-size-4-2-2-2,4,2024-04-14T20:20:22Z,2024-04-14T20:21:04Z,42,static-max-size
53,lmp-2-5-size-4-2-2-2-3-qspfn,lmp-2-5-size-4-2-2-2,4,2024-04-14T20:20:22Z,2024-04-14T20:21:04Z,42,static-max-size
54,lmp-2-8-size-6-2-2-2-0-zjqtd,lmp-2-8-size-6-2-2-2,6,2024-04-14T20:20:18Z,2024-04-14T20:21:00Z,42,static-max-size
55,lmp-2-8-size-6-2-2-2-1-z5rrp,lmp-2-8-size-6-2-2-2,6,2024-04-14T20:20:18Z,2024-04-14T20:20:58Z,40,static-max-size
56,lmp-2-8-size-6-2-2-2-2-ndmj5,lmp-2-8-size-6-2-2-2,6,2024-04-14T20:20:18Z,2024-04-14T20:20:58Z,40,static-max-size
57,lmp-2-8-size-6-2-2-2-3-g6tnb,lmp-2-8-size-6-2-2-2,6,2024-04-14T20:20:18Z,2024-04-14T20:20:58Z,40,static-max-size
58,lmp-2-8-size-6-2-2-2-4-g5qxb,lmp-2-8-size-6-2-2-2,6,2024-04-14T20:20:18Z,2024-04-14T20:20:58Z,40,static-max-size
59,lmp-2-8-size-6-2-2-2-5-fhbp9,lmp-2-8-size-6-2-2-2,6,2024-04-14T20:20:18Z,2024-04-14T20:20:59Z,41,static-max-size
