,pod,job,size,start_time,finished_time,elapsed_time,experiment
24,lmp-1-10-size-8-2-2-2-2-6blhl,lmp-1-10-size-8-2-2-2,8,2024-04-15T02:41:30Z,2024-04-15T02:42:12Z,42,static-max-size
25,lmp-1-10-size-8-2-2-2-3-mdwx8,lmp-1-10-size-8-2-2-2,8,2024-04-15T02:41:30Z,2024-04-15T02:42:12Z,42,static-max-size
26,lmp-1-10-size-8-2-2-2-4-7hjqw,lmp-1-10-size-8-2-2-2,8,2024-04-15T02:41:30Z,2024-04-15T02:42:12Z,42,static-max-size
27,lmp-1-10-size-8-2-2-2-5-nqf79,lmp-1-10-size-8-2-2-2,8,2024-04-15T02:41:30Z,2024-04-15T02:42:12Z,42,static-max-size
28,lmp-1-10-size-8-2-2-2-6-tjp59,lmp-1-10-size-8-2-2-2,8,2024-04-15T02:41:30Z,2024-04-15T02:42:12Z,42,static-max-size
29,lmp-1-10-size-8-2-2-2-7-l4m6q,lmp-1-10-size-8-2-2-2,8,2024-04-15T02:41:30Z,2024-04-15T02:42:12Z,42,static-max-size
30,lmp-1-4-size-4-2-2-2-0-b6pqv,lmp-1-4-size-4-2-2-2,4,2024-04-15T02:41:29Z,2024-04-15T02:42:13Z,44,static-max-size
31,lmp-1-4-size-4-2-2-2-1-btfhn,lmp-1-4-size-4-2-2-2,4,2024-04-15T02:41:29Z,2024-04-15T02:42:12Z,43,static-max-size
32,lmp-1-4-size-4-2-2-2-2-ptbkb,lmp-1-4-size-4-2-2-2,4,2024-04-15T02:41:29Z,2024-04-15T02:42:12Z,43,static-max-size
33,lmp-1-4-size-4-2-2-2-3-xdfd6,lmp-1-4-size-4-2-2-2,4,2024-04-15T02:41:29Z,2024-04-15T02:42:12Z,43,static-max-size
34,lmp-1-7-size-6-2-2-2-0-kp92f,lmp-1-7-size-6-2-2-2,6,2024-04-15T02:41:26Z,2024-04-15T02:42:08Z,42,static-max-size
35,lmp-1-7-size-6-2-2-2-1-c8ljl,lmp-1-7-size-6-2-2-2,6,2024-04-15T02:41:26Z,2024-04-15T02:42:06Z,40,static-max-size
36,lmp-1-7-size-6-2-2-2-2-lqf56,lmp-1-7-size-6-2-2-2,6,2024-04-15T02:41:26Z,2024-04-15T02:42:06Z,40,static-max-size
37,lmp-1-7-size-6-2-2-2-3-5dgn8,lmp-1-7-size-6-2-2-2,6,2024-04-15T02:41:27Z,2024-04-15T02:42:06Z,39,static-max-size
38,lmp-1-7-size-6-2-2-2-4-mcq7z,lmp-1-7-size-6-2-2-2,6,2024-04-15T02:41:26Z,2024-04-15T02:42:06Z,40,static-max-size
39,lmp-1-7-size-6-2-2-2-5-csq79,lmp-1-7-size-6-2-2-2,6,2024-04-15T02:41:27Z,2024-04-15T02:42:06Z,39,static-max-size
40,lmp-2-11-size-8-2-2-2-0-qhh5l,lmp-2-11-size-8-2-2-2,8,2024-04-15T02:41:26Z,2024-04-15T02:42:08Z,42,static-max-size
41,lmp-2-11-size-8-2-2-2-1-j4w26,lmp-2-11-size-8-2-2-2,8,2024-04-15T02:41:26Z,2024-04-15T02:42:06Z,40,static-max-size
42,lmp-2-11-size-8-2-2-2-2-whsjh,lmp-2-11-size-8-2-2-2,8,2024-04-15T02:41:26Z,2024-04-15T02:42:06Z,40,static-max-size
43,lmp-2-11-size-8-2-2-2-3-kcs4x,lmp-2-11-size-8-2-2-2,8,2024-04-15T02:41:26Z,2024-04-15T02:42:06Z,40,static-max-size
44,lmp-2-11-size-8-2-2-2-4-fht8t,lmp-2-11-size-8-2-2-2,8,2024-04-15T02:41:26Z,2024-04-15T02:42:06Z,40,static-max-size
45,lmp-2-11-size-8-2-2-2-5-5tn5m,lmp-2-11-size-8-2-2-2,8,2024-04-15T02:41:26Z,2024-04-15T02:42:06Z,40,static-max-size
46,lmp-2-11-size-8-2-2-2-6-vlzzd,lmp-2-11-size-8-2-2-2,8,2024-04-15T02:41:26Z,2024-04-15T02:42:06Z,40,static-max-size
47,lmp-2-11-size-8-2-2-2-7-c4bsb,lmp-2-11-size-8-2-2-2,8,2024-04-15T02:41:26Z,2024-04-15T02:42:06Z,40,static-max-size
48,lmp-2-2-size-2-2-2-2-0-xd6qm,lmp-2-2-size-2-2-2-2,2,2024-04-15T02:41:32Z,2024-04-15T02:42:14Z,42,static-max-size
49,lmp-2-2-size-2-2-2-2-1-97jsd,lmp-2-2-size-2-2-2-2,2,2024-04-15T02:41:32Z,2024-04-15T02:42:12Z,40,static-max-size
50,lmp-2-5-size-4-2-2-2-0-7nqjx,lmp-2-5-size-4-2-2-2,4,2024-04-15T02:42:18Z,2024-04-15T02:42:59Z,41,static-max-size
51,lmp-2-5-size-4-2-2-2-1-hsjl8,lmp-2-5-size-4-2-2-2,4,2024-04-15T02:42:18Z,2024-04-15T02:42:58Z,40,static-max-size
52,lmp-2-5-size-4-2-2-2-2-l2f76,lmp-2-5-size-4-2-2-2,4,2024-04-15T02:42:18Z,2024-04-15T02:42:58Z,40,static-max-size
53,lmp-2-5-size-4-2-2-2-3-t2s5v,lmp-2-5-size-4-2-2-2,4,2024-04-15T02:42:18Z,2024-04-15T02:42:58Z,40,static-max-size
54,lmp-2-8-size-6-2-2-2-0-d9fkq,lmp-2-8-size-6-2-2-2,6,2024-04-15T02:41:24Z,2024-04-15T02:42:07Z,43,static-max-size
55,lmp-2-8-size-6-2-2-2-1-j54ph,lmp-2-8-size-6-2-2-2,6,2024-04-15T02:41:24Z,2024-04-15T02:42:06Z,42,static-max-size
56,lmp-2-8-size-6-2-2-2-2-52qrd,lmp-2-8-size-6-2-2-2,6,2024-04-15T02:41:24Z,2024-04-15T02:42:06Z,42,static-max-size
57,lmp-2-8-size-6-2-2-2-3-jrbgd,lmp-2-8-size-6-2-2-2,6,2024-04-15T02:41:24Z,2024-04-15T02:42:06Z,42,static-max-size
58,lmp-2-8-size-6-2-2-2-4-zhcwr,lmp-2-8-size-6-2-2-2,6,2024-04-15T02:41:24Z,2024-04-15T02:42:06Z,42,static-max-size
59,lmp-2-8-size-6-2-2-2-5-48shz,lmp-2-8-size-6-2-2-2,6,2024-04-15T02:41:24Z,2024-04-15T02:42:06Z,42,static-max-size
